timestamp,kw_energy_consumption,prediction,anomaly_score,anomaly_likelihood
2010-07-05 07:00:00,37.4,37.4,1.0,0.5
2010-07-05 08:00:00,38.8,38.8,1.0,0.5
2010-07-05 09:00:00,41.8,41.8,1.0,0.5
2010-07-05 10:00:00,43.5,43.5,1.0,0.5
2010-07-05 11:00:00,44.1,44.1,1.0,0.5
2010-07-05 12:00:00,38.7,38.7,1.0,0.5
2010-07-05 13:00:00,38.9,38.9,1.0,0.5
2010-07-05 14:00:00,37.9,37.9,1.0,0.5
2010-07-05 15:00:00,36.6,36.6,1.0,0.5
2010-07-05 16:00:00,39.6,39.6,1.0,0.5
2010-07-05 17:00:00,38.5,38.5,0.65,0.5
2010-07-05 18:00:00,44.8,44.8,1.0,0.5
2010-07-05 19:00:00,46.9,46.9,1.0,0.5
2010-07-05 20:00:00,38.2,38.2,1.0,0.5
2010-07-05 21:00:00,29.8,29.8,1.0,0.5
2010-07-05 22:00:00,5.4,5.4,1.0,0.5
2010-07-05 23:00:00,10.7,10.7,1.0,0.5
2010-07-06 00:00:00,22.1,22.1,1.0,0.5
2010-07-06 01:00:00,12.8,12.8,1.0,0.5
2010-07-06 02:00:00,4.7,4.664087899999999,1.0,0.5
2010-07-06 03:00:00,4.6,4.674861529999999,1.0,0.5
2010-07-06 04:00:00,4.6,4.652403070999999,1.0,0.5
2010-07-06 05:00:00,22.3,4.636682149699999,0.975,0.5
2010-07-06 06:00:00,42.5,22.389599999999998,0.45,0.5
2010-07-06 07:00:00,39.0,42.38799999999999,0.475,0.5
2010-07-06 08:00:00,38.2,38.87590399999999,0.425,0.5
2010-07-06 09:00:00,40.2,38.26468,0.25,0.5
2010-07-06 10:00:00,44.2,40.010999999999996,0.225,0.5
2010-07-06 11:00:00,41.1,44.0271,0.225,0.5
2010-07-06 12:00:00,40.5,41.1,0.225,0.5
2010-07-06 13:00:00,40.0,40.64,0.25,0.5
2010-07-06 14:00:00,39.1,40.0077,0.375,0.5
2010-07-06 15:00:00,39.1,38.943132799999994,0.5,0.5
2010-07-06 16:00:00,37.2,37.2,0.3,0.5
2010-07-06 17:00:00,40.8,37.21701,0.325,0.5
2010-07-06 18:00:00,40.1,37.21701,0.45,0.5
2010-07-06 19:00:00,43.5,40.03539,0.55,0.5
2010-07-06 20:00:00,36.9,43.486279999999994,0.9,0.5
2010-07-06 21:00:00,33.4,36.69,0.125,0.5
2010-07-06 22:00:00,7.0,33.4,0.325,0.5
2010-07-06 23:00:00,6.6,7.0,0.325,0.5
2010-07-07 00:00:00,22.2,6.879999999999999,0.125,0.5
2010-07-07 01:00:00,22.9,22.179,0.125,0.5
2010-07-07 02:00:00,12.0,22.9,0.075,0.5
2010-07-07 03:00:00,4.7,11.719999999999999,0.2,0.5
2010-07-07 04:00:00,4.5,4.655677504789999,0.25,0.5
2010-07-07 05:00:00,22.6,4.608974253352999,0.075,0.5
2010-07-07 06:00:00,42.6,22.45272,0.325,0.5
2010-07-07 07:00:00,42.9,42.760999999999996,0.0,0.5
2010-07-07 08:00:00,39.4,42.802699999999994,0.0,0.5
2010-07-07 09:00:00,45.6,45.6,0.0,0.5
2010-07-07 10:00:00,41.7,41.7,0.275,0.5
2010-07-07 11:00:00,41.6,45.459999999999994,0.275,0.5
2010-07-07 12:00:00,39.5,45.459999999999994,0.175,0.5
2010-07-07 13:00:00,37.2,39.4251,0.275,0.5
2010-07-07 14:00:00,40.1,37.211907,0.05,0.5
2010-07-07 15:00:00,37.0,37.211907,0.05,0.5
2010-07-07 16:00:00,39.8,37.148334899999995,0.0,0.5
2010-07-07 17:00:00,40.1,40.1,0.0,0.5
2010-07-07 18:00:00,44.8,44.8,0.2,0.5
2010-07-07 19:00:00,44.3,44.3,0.2,0.5
2010-07-07 20:00:00,36.8,36.8,0.025,0.5
2010-07-07 21:00:00,31.2,40.01483877,0.025,0.5
2010-07-07 22:00:00,5.2,40.01483877,0.05,0.5
2010-07-07 23:00:00,15.2,5.1838528612229995,0.1,0.5
2010-07-08 00:00:00,22.9,15.2,0.0,0.5
2010-07-08 01:00:00,20.6,22.9,0.0,0.5
2010-07-08 02:00:00,4.8,20.6,0.025,0.5
2010-07-08 03:00:00,4.8,5.0686970028561,0.0,0.5
2010-07-08 04:00:00,4.8,4.988087901999269,0.0,0.5
2010-07-08 05:00:00,22.6,4.931661531399488,0.0,0.5
2010-07-08 06:00:00,45.3,22.496903999999997,0.125,0.5
2010-07-08 07:00:00,44.4,45.3,0.125,0.5
2010-07-08 08:00:00,39.8,39.8,0.05,0.5
2010-07-08 09:00:00,43.2,43.2,0.1,0.5
2010-07-08 10:00:00,42.3,39.95038713899999,0.1,0.5
2010-07-08 11:00:00,44.1,39.95038713899999,0.125,0.5
2010-07-08 12:00:00,37.9,44.04897,0.075,0.5
2010-07-08 13:00:00,39.4,37.851,0.1,0.5
2010-07-08 14:00:00,35.8,39.41757,0.025,0.5
2010-07-08 15:00:00,38.2,35.730000000000004,0.075,0.5
2010-07-08 16:00:00,37.2,38.245276,0.2,0.5
2010-07-08 17:00:00,40.2,40.2,0.025,0.5
2010-07-08 18:00:00,41.0,40.02527099729999,0.1,0.5
2010-07-08 19:00:00,38.1,40.02527099729999,0.125,0.5
2010-07-08 20:00:00,38.4,38.201693199999994,0.025,0.5
2010-07-08 21:00:00,13.8,38.26118523999999,0.025,0.5
2010-07-08 22:00:00,9.5,13.687999999999995,0.025,0.5
2010-07-08 23:00:00,22.0,9.5,0.05,0.5
2010-07-09 00:00:00,20.0,22.125299999999996,0.0,0.5
2010-07-09 01:00:00,11.5,20.0,0.0,0.5
2010-07-09 02:00:00,4.7,11.5,0.0,0.5
2010-07-09 03:00:00,4.7,4.636281977347099,0.0,0.5
2010-07-09 04:00:00,4.8,4.655397384142969,0.0,0.5
2010-07-09 05:00:00,22.8,4.892163071979642,0.0,0.5
2010-07-09 06:00:00,46.1,40.02527099729999,0.05,0.5
2010-07-09 07:00:00,39.0,46.184,0.075,0.5
2010-07-09 08:00:00,38.1,38.1,0.0,0.5
2010-07-09 09:00:00,43.7,38.21282966799999,0.05,0.5
2010-07-09 10:00:00,47.1,47.1,0.125,0.5
2010-07-09 11:00:00,43.3,47.38,0.1,0.5
2010-07-09 12:00:00,40.7,47.38,0.175,0.5
2010-07-09 13:00:00,37.3,40.02527099729999,0.075,0.5
2010-07-09 14:00:00,39.0,37.20468410099999,0.0,0.5
2010-07-09 15:00:00,36.5,38.995194550399994,0.025,0.5
2010-07-09 16:00:00,38.7,40.02527099729999,0.0,0.5
2010-07-09 17:00:00,38.5,38.5,0.0,0.5
2010-07-09 18:00:00,40.3,40.3,0.025,0.5
2010-07-09 19:00:00,35.3,5.482757149999999,1.0,0.5
2010-07-09 20:00:00,15.0,5.482757149999999,1.0,0.5
2010-07-09 21:00:00,5.1,15.139999999999999,1.0,0.5
2010-07-09 22:00:00,5.3,4.954514150385749,0.675,0.5
2010-07-09 23:00:00,4.8,5.058159905270024,0.375,0.5
2010-07-10 00:00:00,19.2,19.2,0.05,0.5
2010-07-10 01:00:00,14.4,19.2,0.175,0.5
2010-07-10 02:00:00,4.7,4.980711933689017,0.375,0.5
2010-07-10 03:00:00,4.7,19.2,0.725,0.5
2010-07-10 04:00:00,4.8,4.678144718230054,0.975,0.5
2010-07-10 05:00:00,4.8,4.926498353582312,0.1,0.5
2010-07-10 06:00:00,25.4,4.888548847507618,0.4,0.5
2010-07-10 07:00:00,43.9,25.4,0.45,0.5
2010-07-10 08:00:00,41.4,43.93099529999999,0.9,0.5
2010-07-10 09:00:00,48.7,41.169,0.3,0.5
2010-07-10 10:00:00,49.8,48.7,0.125,0.5
2010-07-10 11:00:00,42.7,49.8,0.1,0.5
2010-07-10 12:00:00,40.9,42.77188999999999,0.125,0.5
2010-07-10 13:00:00,38.1,41.0883,0.075,0.5
2010-07-10 14:00:00,43.5,38.23928653732,0.1,0.5
2010-07-10 15:00:00,40.4,40.4,0.15,0.5
2010-07-10 16:00:00,41.4,40.604119999999995,0.275,0.5
2010-07-10 17:00:00,30.3,40.604119999999995,0.3,0.5
2010-07-10 18:00:00,11.8,4.888548847507618,0.525,0.5
2010-07-10 19:00:00,5.1,11.744,0.375,0.5
2010-07-10 20:00:00,5.0,4.951984193255332,0.225,0.5
2010-07-10 21:00:00,5.0,4.966388935278733,0.0,0.5
2010-07-10 22:00:00,5.2,4.976472254695112,0.025,0.5
2010-07-10 23:00:00,4.8,5.043530578286578,0.05,0.5
2010-07-11 00:00:00,9.4,9.4,0.075,0.5
2010-07-11 01:00:00,4.7,9.469999999999999,0.2,0.5
2010-07-11 02:00:00,4.8,9.469999999999999,0.225,0.5
2010-07-11 03:00:00,21.7,22.587832799999997,0.325,0.5
2010-07-11 04:00:00,12.7,21.349999999999998,0.1,0.5
2010-07-11 05:00:00,4.9,12.77,0.125,0.5
2010-07-11 06:00:00,5.0,4.913530988352296,0.1,0.5
2010-07-11 07:00:00,6.8,4.939471691846607,0.075,0.5
2010-07-11 08:00:00,31.5,6.855999999999999,0.425,0.5
2010-07-11 09:00:00,39.4,40.604119999999995,0.6,0.5
2010-07-11 10:00:00,45.8,39.412299,0.45,0.5
2010-07-11 11:00:00,39.8,45.56199999999999,0.05,0.5
2010-07-11 12:00:00,38.8,38.8,0.0,0.5
2010-07-11 13:00:00,41.3,41.3,0.0,0.5
2010-07-11 14:00:00,40.6,38.874645329695994,0.175,0.5
2010-07-11 15:00:00,40.6,38.874645329695994,0.025,0.5
2010-07-11 16:00:00,40.2,40.60201879999999,0.025,0.5
2010-07-11 17:00:00,28.0,40.070767952073886,0.05,0.5
2010-07-11 18:00:00,9.6,9.6,0.025,0.5
2010-07-11 19:00:00,5.2,5.2,0.175,0.5
2010-07-11 20:00:00,5.0,5.0,0.125,0.5
2010-07-11 21:00:00,5.1,5.1,0.125,0.5
2010-07-11 22:00:00,5.2,9.508999999999999,0.1,0.5
2010-07-11 23:00:00,17.9,22.587832799999997,0.1,0.5
2010-07-12 00:00:00,20.1,4.684701302761037,1.0,0.5
2010-07-12 01:00:00,4.7,4.684701302761037,0.375,0.5
2010-07-12 02:00:00,4.8,22.587832799999997,0.475,0.5
2010-07-12 03:00:00,4.7,5.000933007248658,0.05,0.5
2010-07-12 04:00:00,4.9,46.184,0.0,0.5
2010-07-12 05:00:00,19.9,4.970653105074061,0.025,0.5
2010-07-12 06:00:00,36.5,19.97,0.1,0.5
2010-07-12 07:00:00,36.3,36.609269999999995,0.175,0.5
2010-07-12 08:00:00,37.1,36.23,0.1,0.5
2010-07-12 09:00:00,44.7,37.173278870699995,0.0,0.5
2010-07-12 10:00:00,44.6,44.61249999999999,0.025,0.5
2010-07-12 11:00:00,43.8,44.60874999999999,0.025,0.5
2010-07-12 12:00:00,37.5,43.89169670999999,0.0,0.5
2010-07-12 13:00:00,39.4,38.874645329695994,0.075,0.5
2010-07-12 14:00:00,41.3,39.408609299999995,0.025,0.5
2010-07-12 15:00:00,37.2,38.23928653732,0.2,0.5
2010-07-12 16:00:00,39.7,38.23928653732,0.025,0.5
2010-07-12 17:00:00,43.9,43.9,0.125,0.5
2010-07-12 18:00:00,46.2,46.2,0.15,0.5
2010-07-12 19:00:00,50.0,50.0,0.175,0.5
2010-07-12 20:00:00,42.8,39.49602650999999,0.175,0.5
2010-07-12 21:00:00,29.0,29.0,0.075,0.5
2010-07-12 22:00:00,5.3,28.72,0.225,0.5
2010-07-12 23:00:00,11.2,5.069457173551843,0.175,0.5
2010-07-13 00:00:00,22.2,11.409999999999998,0.05,0.5
2010-07-13 01:00:00,15.7,22.147709999999996,0.075,0.5
2010-07-13 02:00:00,4.8,4.8,0.025,0.5
2010-07-13 03:00:00,4.9,4.9,0.125,0.5
2010-07-13 04:00:00,6.1,4.962034015040402,0.125,0.5
2010-07-13 05:00:00,18.2,4.962034015040402,0.075,0.5
2010-07-13 06:00:00,37.0,38.23928653732,0.025,0.5
2010-07-13 07:00:00,41.7,41.7,0.05,0.5
2010-07-13 08:00:00,37.7,37.7,0.15,0.5
2010-07-13 09:00:00,44.7,44.7,0.1,0.5
2010-07-13 10:00:00,47.1,47.1,0.15,0.5
2010-07-13 11:00:00,47.2,39.49602650999999,0.2,0.5
2010-07-13 12:00:00,41.3,37.12690664664299,0.1,0.5
2010-07-13 13:00:00,39.6,41.25946082999999,0.075,0.5
2010-07-13 14:00:00,40.9,37.12690664664299,0.1,0.5
2010-07-13 15:00:00,39.0,41.151622580999984,0.0,0.5
2010-07-13 16:00:00,44.5,38.23928653732,0.0,0.5
2010-07-13 17:00:00,42.7,42.7,0.0,0.5
2010-07-13 18:00:00,48.3,22.147709999999996,0.05,0.5
2010-07-13 19:00:00,46.3,41.64126999999999,0.025,0.5
2010-07-13 20:00:00,43.9,46.222159999999995,0.025,0.5
2010-07-13 21:00:00,31.8,43.89593138789999,0.025,0.5
2010-07-13 22:00:00,5.3,22.147709999999996,0.05,0.5
2010-07-13 23:00:00,9.1,5.063423810528281,0.0,0.5
2010-07-14 00:00:00,21.4,5.063423810528281,0.075,0.5
2010-07-14 01:00:00,16.9,5.063423810528281,0.0,0.5
2010-07-14 02:00:00,4.8,4.8,0.0,0.5
2010-07-14 03:00:00,4.8,4.8,0.025,0.5
2010-07-14 04:00:00,4.9,4.9,0.0,0.5
2010-07-14 05:00:00,11.9,37.12690664664299,0.0,0.5
2010-07-14 06:00:00,38.9,38.9,0.0,0.5
2010-07-14 07:00:00,40.0,40.0,0.0,0.5
2010-07-14 08:00:00,39.9,39.9,0.05,0.5
2010-07-14 09:00:00,45.4,45.4,0.025,0.5
2010-07-14 10:00:00,45.4,39.527218557,0.025,0.5
2010-07-14 11:00:00,47.3,39.527218557,0.025,0.5
2010-07-14 12:00:00,42.9,38.90857621155103,0.025,0.5
2010-07-14 13:00:00,42.7,42.79935826999999,0.0,0.5
2010-07-14 14:00:00,45.8,38.90857621155103,0.0,0.5
2010-07-14 15:00:00,46.8,38.90857621155103,0.025,0.5
2010-07-14 16:00:00,41.0,46.87,0.05,0.5
2010-07-14 17:00:00,42.0,42.0,0.025,0.5
2010-07-14 18:00:00,42.7,41.74888899999999,0.025,0.5
2010-07-14 19:00:00,43.6,41.74888899999999,0.05,0.5
2010-07-14 20:00:00,39.7,43.46643582799999,0.025,0.5
2010-07-14 21:00:00,31.4,43.89593138789999,0.025,0.5
2010-07-14 22:00:00,5.2,22.147709999999996,0.025,0.5
2010-07-14 23:00:00,8.2,5.00424805690784,0.0,0.5
2010-07-15 00:00:00,17.6,8.2,0.0,0.5
2010-07-15 01:00:00,18.8,18.8,0.075,0.5
2010-07-15 02:00:00,4.7,4.7,0.0,0.5
2010-07-15 03:00:00,4.8,4.8,0.0,0.5
2010-07-15 04:00:00,4.9,4.942973639835488,0.0,0.5
2010-07-15 05:00:00,18.9,18.9,0.0,0.5
2010-07-15 06:00:00,37.4,37.4,0.0,0.5
2010-07-15 07:00:00,37.9,37.9,0.0,0.5
2010-07-15 08:00:00,40.9,40.9,0.025,0.5
2010-07-15 09:00:00,44.4,47.27704,0.0,0.5
2010-07-15 10:00:00,43.1,41.74888899999999,0.0,0.5
2010-07-15 11:00:00,43.3,42.854079886609995,0.0,0.5
2010-07-15 12:00:00,41.2,43.416505079599986,0.025,0.5
2010-07-15 13:00:00,39.0,41.091006545282994,0.025,0.5
2010-07-15 14:00:00,43.6,41.74888899999999,0.0,0.5
2010-07-15 15:00:00,44.6,43.471553555719986,0.0,0.5
2010-07-15 16:00:00,40.1,41.74888899999999,0.0,0.5
2010-07-15 17:00:00,41.7,42.854079886609995,0.0,0.5
2010-07-15 18:00:00,46.5,4.930081547884841,0.0,0.5
2010-07-15 19:00:00,40.6,4.930081547884841,0.0,0.5
2010-07-15 20:00:00,39.0,4.930081547884841,0.0,0.5
2010-07-15 21:00:00,17.1,38.955202343660005,0.0,0.5
2010-07-15 22:00:00,5.3,16.959999999999997,0.0,0.5
2010-07-15 23:00:00,4.9,18.8,0.025,0.5
2010-07-16 00:00:00,8.6,4.998739958463571,0.025,0.5
2010-07-16 01:00:00,4.7,4.998739958463571,0.025,0.5
2010-07-16 02:00:00,5.2,4.998739958463571,0.0,0.5
2010-07-16 03:00:00,22.2,22.2,0.0,0.5
2010-07-16 04:00:00,14.1,14.1,0.0,0.5
2010-07-16 05:00:00,22.3,22.3,0.0,0.5
2010-07-16 06:00:00,44.0,44.0,0.0,0.5
2010-07-16 07:00:00,44.1,44.1,0.05,0.5
2010-07-16 08:00:00,39.1,43.979006380071,0.05,0.5
2010-07-16 09:00:00,45.7,43.471553555719986,0.025,0.5
2010-07-16 10:00:00,45.0,43.471553555719986,0.0,0.5
2010-07-16 11:00:00,42.7,43.471553555719986,0.0,0.5
2010-07-16 12:00:00,42.0,38.998641640562,0.0,0.5
2010-07-16 13:00:00,37.2,41.813955609999994,0.0,0.5
2010-07-16 14:00:00,41.6,44.555690874999996,0.0,0.5
2010-07-16 15:00:00,44.7,41.74976892699999,0.0,0.5
2010-07-16 16:00:00,39.7,46.30551199999999,0.0,0.5
2010-07-16 17:00:00,40.8,46.30551199999999,0.0,0.5
2010-07-16 18:00:00,40.5,46.30551199999999,0.0,0.5
2010-07-16 19:00:00,37.3,37.3,1.0,0.5
2010-07-16 20:00:00,15.6,5.0591179709244996,0.0,0.5
2010-07-16 21:00:00,5.3,17.941,0.0,0.5
2010-07-16 22:00:00,5.1,20.1,0.05,0.5
2010-07-16 23:00:00,8.4,20.1,0.125,0.5
2010-07-17 00:00:00,21.4,20.1,0.225,0.5
2010-07-17 01:00:00,22.0,22.0,0.2,0.5
2010-07-17 02:00:00,4.7,4.7,0.15,0.5
2010-07-17 03:00:00,4.7,22.114377899999994,0.1,0.5
2010-07-17 04:00:00,4.7,22.114377899999994,0.075,0.5
2010-07-17 05:00:00,4.8,4.698740086497972,0.1,0.5
2010-07-17 06:00:00,23.5,23.5,0.125,0.5
2010-07-17 07:00:00,43.7,40.03327340756133,0.2,0.5
2010-07-17 08:00:00,46.6,40.03327340756133,0.175,0.5
2010-07-17 09:00:00,50.3,46.789,0.175,0.5
2010-07-17 10:00:00,48.3,50.23699999999999,0.025,0.5
2010-07-17 11:00:00,42.3,48.495999999999995,0.025,0.5
2010-07-17 12:00:00,39.8,39.8,0.0,0.5
2010-07-17 13:00:00,41.5,39.963291385292926,0.05,0.5
2010-07-17 14:00:00,43.0,39.963291385292926,0.0,0.5
2010-07-17 15:00:00,45.8,42.86549914443889,0.025,0.5
2010-07-17 16:00:00,39.9,45.66902733999999,0.1,0.5
2010-07-17 17:00:00,32.5,39.94430396970505,0.05,0.5
2010-07-17 18:00:00,11.3,11.3,0.025,0.5
2010-07-17 19:00:00,5.2,11.376999999999999,0.125,0.5
2010-07-17 20:00:00,5.2,5.2,0.075,0.5
2010-07-17 21:00:00,5.1,5.1,0.1,0.5
2010-07-17 22:00:00,5.2,5.1101044701612945,0.075,0.5
2010-07-17 23:00:00,15.9,5.137073129112906,0.0,0.5
2010-07-18 00:00:00,21.7,22.114377899999994,0.0,0.5
2010-07-18 01:00:00,14.1,19.11,0.05,0.5
2010-07-18 02:00:00,4.7,4.7,0.0,0.5
2010-07-18 03:00:00,4.7,4.699118060548581,0.1,0.5
2010-07-18 04:00:00,4.7,4.699382642384006,0.1,0.66134125968020951
2010-07-18 05:00:00,4.9,4.699567849668804,0.1,0.64194086314043752
2010-07-18 06:00:00,5.0,5.0,0.1,0.66134125968020951
2010-07-18 07:00:00,5.5,5.046165833265324,0.1,0.66134125968020951
2010-07-18 08:00:00,38.4,39.94430396970505,0.15,0.71686427202553848
2010-07-18 09:00:00,46.7,39.94430396970505,0.175,0.82661580559362613
2010-07-18 10:00:00,39.3,46.762299999999996,0.175,0.9045973855400804
2010-07-18 11:00:00,39.6,39.6,0.025,0.89539229667433362
2010-07-18 12:00:00,39.8,39.54451517553569,0.15,0.94185936414439497
2010-07-18 13:00:00,42.3,39.54451517553569,0.175,0.95800592580126809
2010-07-18 14:00:00,44.6,42.33018399999999,0.15,0.96659502262555419
2010-07-18 15:00:00,46.5,44.599288528749994,0.15,0.97368230509283238
2010-07-18 16:00:00,40.1,46.3638584,0.125,0.96723941611718223
2010-07-18 17:00:00,25.3,39.96070894515547,0.0,0.94904610713284132
2010-07-18 18:00:00,9.6,5.046165833265324,0.05,0.92359311214228623
2010-07-18 19:00:00,5.2,5.046165833265324,0.1,0.89887272351460235
2010-07-18 20:00:00,5.2,5.092316083285726,0.125,0.87943136064693328
2010-07-18 21:00:00,5.2,9.536299999999999,0.125,0.91592307778358006
2010-07-18 22:00:00,5.2,5.2,0.1,0.89887272283564024
2010-07-18 23:00:00,15.9,5.163064416567003,0.1,0.86878073063900829
2010-07-19 00:00:00,21.0,4.699567849668804,1.0,0.99795891804969561
2010-07-19 01:00:00,16.7,5.163064416567003,0.025,0.99552852908677214
2010-07-19 02:00:00,4.9,4.9,0.1,0.99480728454546019
2010-07-19 03:00:00,5.1,5.1,0.025,0.99552852913699552
2010-07-19 04:00:00,4.9,5.0889015641178315,0.05,0.99552852913699552
2010-07-19 05:00:00,20.9,38.998641640562,0.175,0.99718629039727991
2010-07-19 06:00:00,41.0,41.67483824889999,0.25,0.99876196337946099
2010-07-19 07:00:00,37.1,41.06370458169809,0.25,0.99948784719682859
2010-07-19 08:00:00,41.1,37.194030285858986,0.175,0.9997072811013501
2010-07-19 09:00:00,42.0,41.07459320718866,0.05,0.99957391243838745
2010-07-19 10:00:00,50.1,41.772386774229986,0.05,0.91592307186117816
2010-07-19 11:00:00,42.4,50.19589999999999,0.05,0.92359310883670909
2010-07-19 12:00:00,40.1,42.351128799999984,0.0,0.88945817185019105
2010-07-19 13:00:00,38.6,40.002496261608826,0.05,0.89887271740394259
2010-07-19 14:00:00,38.6,38.6,0.025,0.88945817185019105
2010-07-19 15:00:00,38.7,38.7,0.1,0.8574974354360132
2010-07-19 16:00:00,39.1,39.1,0.05,0.74444835402693488
2010-07-19 17:00:00,41.9,41.9,0.05,0.59680980685828766
2010-07-19 18:00:00,45.9,5.032231094882482,0.05,0.49504691914662757
2010-07-19 19:00:00,45.1,5.032231094882482,0.075,0.51558947431548563
2010-07-19 20:00:00,39.8,45.17699999999999,0.05,0.51558947431548563
2010-07-19 21:00:00,30.2,38.44687528230076,0.075,0.536090726210663
2010-07-19 22:00:00,5.4,8.344,0.075,0.59680981577157033
2010-07-19 23:00:00,10.7,8.344,0.075,0.61661444752168015
2010-07-20 00:00:00,17.5,10.7,0.075,0.65527688584027199
2010-07-20 01:00:00,19.5,5.032231094882482,0.025,0.59680981874266448
2010-07-20 02:00:00,4.9,37.194030285858986,0.025,0.57675366110696813
2010-07-20 03:00:00,5.0,5.0,0.025,0.55649657372619132
2010-07-20 04:00:00,5.0,4.9947932364924155,0.0,0.51558948043418873
2010-07-20 05:00:00,22.2,4.996355265544691,0.0,0.45405553235567675
2010-07-20 06:00:00,44.1,41.81067074196098,0.05,0.45405553235567675
2010-07-20 07:00:00,43.6,43.95671312623479,0.15,0.51558948043418873
2010-07-20 08:00:00,41.0,41.0,0.125,0.55649657069525449
